"","sector.name","subsector.name","technology","year","capacity.factor"
"315","intermediate generation","coal","coal_int_conv pul 1951-1955",2025,0.289
"316","intermediate generation","coal","coal_int_conv pul 1951-1955",2030,0.289
"317","intermediate generation","coal","coal_int_conv pul 1951-1955",2035,0.289
"318","intermediate generation","coal","coal_int_conv pul 1951-1955",2040,0.289
"319","intermediate generation","coal","coal_int_conv pul 1951-1955",2045,0.289
"320","intermediate generation","coal","coal_int_conv pul 1951-1955",2050,0.289
"321","intermediate generation","coal","coal_int_conv pul 1951-1955",2055,0.289
"322","intermediate generation","coal","coal_int_conv pul 1951-1955",2060,0.289
"323","intermediate generation","coal","coal_int_conv pul 1951-1955",2065,0.289
"324","intermediate generation","coal","coal_int_conv pul 1951-1955",2070,0.289
"325","intermediate generation","coal","coal_int_conv pul 1951-1955",2075,0.289
"326","intermediate generation","coal","coal_int_conv pul 1951-1955",2080,0.289
"327","intermediate generation","coal","coal_int_conv pul 1951-1955",2085,0.289
"328","intermediate generation","coal","coal_int_conv pul 1951-1955",2090,0.289
"329","intermediate generation","coal","coal_int_conv pul 1951-1955",2095,0.289
"330","intermediate generation","coal","coal_int_conv pul 1951-1955",2100,0.289
"331","intermediate generation","coal","coal_int_conv pul 1956-1960",1975,0.289
"332","intermediate generation","coal","coal_int_conv pul 1956-1960",1990,0.289
"333","intermediate generation","coal","coal_int_conv pul 1956-1960",2005,0.289
"334","intermediate generation","coal","coal_int_conv pul 1956-1960",2010,0.289
"335","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,0.289
"336","intermediate generation","coal","coal_int_conv pul 1956-1960",2020,0.289
"337","intermediate generation","coal","coal_int_conv pul 1956-1960",2025,0.289
"338","intermediate generation","coal","coal_int_conv pul 1956-1960",2030,0.289
"339","intermediate generation","coal","coal_int_conv pul 1956-1960",2035,0.289
"340","intermediate generation","coal","coal_int_conv pul 1956-1960",2040,0.289
"341","intermediate generation","coal","coal_int_conv pul 1956-1960",2045,0.289
"342","intermediate generation","coal","coal_int_conv pul 1956-1960",2050,0.289
"343","intermediate generation","coal","coal_int_conv pul 1956-1960",2055,0.289
"344","intermediate generation","coal","coal_int_conv pul 1956-1960",2060,0.289
"345","intermediate generation","coal","coal_int_conv pul 1956-1960",2065,0.289
"346","intermediate generation","coal","coal_int_conv pul 1956-1960",2070,0.289
"347","intermediate generation","coal","coal_int_conv pul 1956-1960",2075,0.289
"348","intermediate generation","coal","coal_int_conv pul 1956-1960",2080,0.289
"349","intermediate generation","coal","coal_int_conv pul 1956-1960",2085,0.289
"350","intermediate generation","coal","coal_int_conv pul 1956-1960",2090,0.289
"351","intermediate generation","coal","coal_int_conv pul 1956-1960",2095,0.289
"352","intermediate generation","coal","coal_int_conv pul 1956-1960",2100,0.289
"353","intermediate generation","coal","coal_int_conv pul 1961-1965",1975,0.289
"354","intermediate generation","coal","coal_int_conv pul 1961-1965",1990,0.289
"355","intermediate generation","coal","coal_int_conv pul 1961-1965",2005,0.289
"356","intermediate generation","coal","coal_int_conv pul 1961-1965",2010,0.289
"357","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,0.289
"358","intermediate generation","coal","coal_int_conv pul 1961-1965",2020,0.289
"359","intermediate generation","coal","coal_int_conv pul 1961-1965",2025,0.289
"360","intermediate generation","coal","coal_int_conv pul 1961-1965",2030,0.289
"361","intermediate generation","coal","coal_int_conv pul 1961-1965",2035,0.289
"362","intermediate generation","coal","coal_int_conv pul 1961-1965",2040,0.289
"363","intermediate generation","coal","coal_int_conv pul 1961-1965",2045,0.289
"364","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,0.289
"365","intermediate generation","coal","coal_int_conv pul 1961-1965",2055,0.289
"366","intermediate generation","coal","coal_int_conv pul 1961-1965",2060,0.289
"367","intermediate generation","coal","coal_int_conv pul 1961-1965",2065,0.289
"368","intermediate generation","coal","coal_int_conv pul 1961-1965",2070,0.289
"369","intermediate generation","coal","coal_int_conv pul 1961-1965",2075,0.289
"370","intermediate generation","coal","coal_int_conv pul 1961-1965",2080,0.289
"371","intermediate generation","coal","coal_int_conv pul 1961-1965",2085,0.289
"372","intermediate generation","coal","coal_int_conv pul 1961-1965",2090,0.289
"373","intermediate generation","coal","coal_int_conv pul 1961-1965",2095,0.289
"374","intermediate generation","coal","coal_int_conv pul 1961-1965",2100,0.289
"375","intermediate generation","coal","coal_int_conv pul 1966-1970",1975,0.289
"376","intermediate generation","coal","coal_int_conv pul 1966-1970",1990,0.289
"377","intermediate generation","coal","coal_int_conv pul 1966-1970",2005,0.289
"378","intermediate generation","coal","coal_int_conv pul 1966-1970",2010,0.289
"379","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,0.289
"380","intermediate generation","coal","coal_int_conv pul 1966-1970",2020,0.289
"381","intermediate generation","coal","coal_int_conv pul 1966-1970",2025,0.289
"382","intermediate generation","coal","coal_int_conv pul 1966-1970",2030,0.289
"383","intermediate generation","coal","coal_int_conv pul 1966-1970",2035,0.289
"384","intermediate generation","coal","coal_int_conv pul 1966-1970",2040,0.289
"385","intermediate generation","coal","coal_int_conv pul 1966-1970",2045,0.289
"386","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,0.289
"387","intermediate generation","coal","coal_int_conv pul 1966-1970",2055,0.289
"388","intermediate generation","coal","coal_int_conv pul 1966-1970",2060,0.289
"389","intermediate generation","coal","coal_int_conv pul 1966-1970",2065,0.289
"390","intermediate generation","coal","coal_int_conv pul 1966-1970",2070,0.289
"391","intermediate generation","coal","coal_int_conv pul 1966-1970",2075,0.289
"392","intermediate generation","coal","coal_int_conv pul 1966-1970",2080,0.289
"393","intermediate generation","coal","coal_int_conv pul 1966-1970",2085,0.289
"394","intermediate generation","coal","coal_int_conv pul 1966-1970",2090,0.289
"395","intermediate generation","coal","coal_int_conv pul 1966-1970",2095,0.289
"396","intermediate generation","coal","coal_int_conv pul 1966-1970",2100,0.289
"397","intermediate generation","coal","coal_int_conv pul 1971-1975",1975,0.289
"398","intermediate generation","coal","coal_int_conv pul 1971-1975",1990,0.289
"399","intermediate generation","coal","coal_int_conv pul 1971-1975",2005,0.289
"400","intermediate generation","coal","coal_int_conv pul 1971-1975",2010,0.289
"401","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,0.289
"402","intermediate generation","coal","coal_int_conv pul 1971-1975",2020,0.289
"403","intermediate generation","coal","coal_int_conv pul 1971-1975",2025,0.289
"404","intermediate generation","coal","coal_int_conv pul 1971-1975",2030,0.289
"405","intermediate generation","coal","coal_int_conv pul 1971-1975",2035,0.289
"406","intermediate generation","coal","coal_int_conv pul 1971-1975",2040,0.289
"407","intermediate generation","coal","coal_int_conv pul 1971-1975",2045,0.289
"408","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,0.289
"409","intermediate generation","coal","coal_int_conv pul 1971-1975",2055,0.289
"410","intermediate generation","coal","coal_int_conv pul 1971-1975",2060,0.289
"411","intermediate generation","coal","coal_int_conv pul 1971-1975",2065,0.289
"412","intermediate generation","coal","coal_int_conv pul 1971-1975",2070,0.289
"413","intermediate generation","coal","coal_int_conv pul 1971-1975",2075,0.289
"414","intermediate generation","coal","coal_int_conv pul 1971-1975",2080,0.289
"415","intermediate generation","coal","coal_int_conv pul 1971-1975",2085,0.289
"416","intermediate generation","coal","coal_int_conv pul 1971-1975",2090,0.289
"417","intermediate generation","coal","coal_int_conv pul 1971-1975",2095,0.289
"418","intermediate generation","coal","coal_int_conv pul 1971-1975",2100,0.289
"419","intermediate generation","coal","coal_int_conv pul 1976-1980",1975,0.289
"420","intermediate generation","coal","coal_int_conv pul 1976-1980",1990,0.289
"421","intermediate generation","coal","coal_int_conv pul 1976-1980",2005,0.289
"422","intermediate generation","coal","coal_int_conv pul 1976-1980",2010,0.289
"423","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,0.289
"424","intermediate generation","coal","coal_int_conv pul 1976-1980",2020,0.289
"425","intermediate generation","coal","coal_int_conv pul 1976-1980",2025,0.289
"426","intermediate generation","coal","coal_int_conv pul 1976-1980",2030,0.289
"427","intermediate generation","coal","coal_int_conv pul 1976-1980",2035,0.289
"428","intermediate generation","coal","coal_int_conv pul 1976-1980",2040,0.289
"429","intermediate generation","coal","coal_int_conv pul 1976-1980",2045,0.289
"430","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,0.289
"431","intermediate generation","coal","coal_int_conv pul 1976-1980",2055,0.289
"432","intermediate generation","coal","coal_int_conv pul 1976-1980",2060,0.289
"433","intermediate generation","coal","coal_int_conv pul 1976-1980",2065,0.289
"434","intermediate generation","coal","coal_int_conv pul 1976-1980",2070,0.289
"435","intermediate generation","coal","coal_int_conv pul 1976-1980",2075,0.289
"436","intermediate generation","coal","coal_int_conv pul 1976-1980",2080,0.289
"437","intermediate generation","coal","coal_int_conv pul 1976-1980",2085,0.289
"438","intermediate generation","coal","coal_int_conv pul 1976-1980",2090,0.289
"439","intermediate generation","coal","coal_int_conv pul 1976-1980",2095,0.289
"440","intermediate generation","coal","coal_int_conv pul 1976-1980",2100,0.289
"441","intermediate generation","coal","coal_int_conv pul 1981-1985",1975,0.289
"442","intermediate generation","coal","coal_int_conv pul 1981-1985",1990,0.289
"443","intermediate generation","coal","coal_int_conv pul 1981-1985",2005,0.289
"444","intermediate generation","coal","coal_int_conv pul 1981-1985",2010,0.289
"445","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,0.289
"446","intermediate generation","coal","coal_int_conv pul 1981-1985",2020,0.289
"447","intermediate generation","coal","coal_int_conv pul 1981-1985",2025,0.289
"448","intermediate generation","coal","coal_int_conv pul 1981-1985",2030,0.289
"449","intermediate generation","coal","coal_int_conv pul 1981-1985",2035,0.289
"450","intermediate generation","coal","coal_int_conv pul 1981-1985",2040,0.289
"451","intermediate generation","coal","coal_int_conv pul 1981-1985",2045,0.289
"452","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,0.289
"453","intermediate generation","coal","coal_int_conv pul 1981-1985",2055,0.289
"454","intermediate generation","coal","coal_int_conv pul 1981-1985",2060,0.289
"455","intermediate generation","coal","coal_int_conv pul 1981-1985",2065,0.289
"456","intermediate generation","coal","coal_int_conv pul 1981-1985",2070,0.289
"457","intermediate generation","coal","coal_int_conv pul 1981-1985",2075,0.289
"458","intermediate generation","coal","coal_int_conv pul 1981-1985",2080,0.289
"459","intermediate generation","coal","coal_int_conv pul 1981-1985",2085,0.289
"460","intermediate generation","coal","coal_int_conv pul 1981-1985",2090,0.289
"461","intermediate generation","coal","coal_int_conv pul 1981-1985",2095,0.289
"462","intermediate generation","coal","coal_int_conv pul 1981-1985",2100,0.289
"463","intermediate generation","coal","coal_int_conv pul 1986-1990",1975,0.289
"464","intermediate generation","coal","coal_int_conv pul 1986-1990",1990,0.289
"465","intermediate generation","coal","coal_int_conv pul 1986-1990",2005,0.289
"466","intermediate generation","coal","coal_int_conv pul 1986-1990",2010,0.289
"467","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,0.289
"468","intermediate generation","coal","coal_int_conv pul 1986-1990",2020,0.289
"469","intermediate generation","coal","coal_int_conv pul 1986-1990",2025,0.289
"470","intermediate generation","coal","coal_int_conv pul 1986-1990",2030,0.289
"471","intermediate generation","coal","coal_int_conv pul 1986-1990",2035,0.289
"472","intermediate generation","coal","coal_int_conv pul 1986-1990",2040,0.289
"473","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,0.289
"474","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,0.289
"475","intermediate generation","coal","coal_int_conv pul 1986-1990",2055,0.289
"476","intermediate generation","coal","coal_int_conv pul 1986-1990",2060,0.289
"477","intermediate generation","coal","coal_int_conv pul 1986-1990",2065,0.289
"478","intermediate generation","coal","coal_int_conv pul 1986-1990",2070,0.289
"479","intermediate generation","coal","coal_int_conv pul 1986-1990",2075,0.289
"480","intermediate generation","coal","coal_int_conv pul 1986-1990",2080,0.289
"481","intermediate generation","coal","coal_int_conv pul 1986-1990",2085,0.289
"482","intermediate generation","coal","coal_int_conv pul 1986-1990",2090,0.289
"483","intermediate generation","coal","coal_int_conv pul 1986-1990",2095,0.289
"484","intermediate generation","coal","coal_int_conv pul 1986-1990",2100,0.289
"485","intermediate generation","coal","coal_int_conv pul 1991-1995",1975,0.289
"486","intermediate generation","coal","coal_int_conv pul 1991-1995",1990,0.289
"487","intermediate generation","coal","coal_int_conv pul 1991-1995",2005,0.289
"488","intermediate generation","coal","coal_int_conv pul 1991-1995",2010,0.289
"489","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,0.289
"490","intermediate generation","coal","coal_int_conv pul 1991-1995",2020,0.289
"491","intermediate generation","coal","coal_int_conv pul 1991-1995",2025,0.289
"492","intermediate generation","coal","coal_int_conv pul 1991-1995",2030,0.289
"493","intermediate generation","coal","coal_int_conv pul 1991-1995",2035,0.289
"494","intermediate generation","coal","coal_int_conv pul 1991-1995",2040,0.289
"495","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,0.289
"496","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,0.289
"497","intermediate generation","coal","coal_int_conv pul 1991-1995",2055,0.289
"498","intermediate generation","coal","coal_int_conv pul 1991-1995",2060,0.289
"499","intermediate generation","coal","coal_int_conv pul 1991-1995",2065,0.289
"500","intermediate generation","coal","coal_int_conv pul 1991-1995",2070,0.289
"501","intermediate generation","coal","coal_int_conv pul 1991-1995",2075,0.289
"502","intermediate generation","coal","coal_int_conv pul 1991-1995",2080,0.289
"503","intermediate generation","coal","coal_int_conv pul 1991-1995",2085,0.289
"504","intermediate generation","coal","coal_int_conv pul 1991-1995",2090,0.289
"505","intermediate generation","coal","coal_int_conv pul 1991-1995",2095,0.289
"506","intermediate generation","coal","coal_int_conv pul 1991-1995",2100,0.289
"507","intermediate generation","coal","coal_int_conv pul 1996-2000",1975,0.289
"508","intermediate generation","coal","coal_int_conv pul 1996-2000",1990,0.289
"509","intermediate generation","coal","coal_int_conv pul 1996-2000",2005,0.289
"510","intermediate generation","coal","coal_int_conv pul 1996-2000",2010,0.289
"511","intermediate generation","coal","coal_int_conv pul 1996-2000",2015,0.289
"512","intermediate generation","coal","coal_int_conv pul 1996-2000",2020,0.289
"513","intermediate generation","coal","coal_int_conv pul 1996-2000",2025,0.289
"514","intermediate generation","coal","coal_int_conv pul 1996-2000",2030,0.289
"515","intermediate generation","coal","coal_int_conv pul 1996-2000",2035,0.289
"516","intermediate generation","coal","coal_int_conv pul 1996-2000",2040,0.289
"517","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,0.289
"518","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,0.289
"519","intermediate generation","coal","coal_int_conv pul 1996-2000",2055,0.289
"520","intermediate generation","coal","coal_int_conv pul 1996-2000",2060,0.289
"521","intermediate generation","coal","coal_int_conv pul 1996-2000",2065,0.289
"522","intermediate generation","coal","coal_int_conv pul 1996-2000",2070,0.289
"523","intermediate generation","coal","coal_int_conv pul 1996-2000",2075,0.289
"524","intermediate generation","coal","coal_int_conv pul 1996-2000",2080,0.289
"525","intermediate generation","coal","coal_int_conv pul 1996-2000",2085,0.289
"526","intermediate generation","coal","coal_int_conv pul 1996-2000",2090,0.289
"527","intermediate generation","coal","coal_int_conv pul 1996-2000",2095,0.289
"528","intermediate generation","coal","coal_int_conv pul 1996-2000",2100,0.289
"529","intermediate generation","coal","coal_int_conv pul 2001-2005",1975,0.289
"530","intermediate generation","coal","coal_int_conv pul 2001-2005",1990,0.289
"531","intermediate generation","coal","coal_int_conv pul 2001-2005",2005,0.289
"532","intermediate generation","coal","coal_int_conv pul 2001-2005",2010,0.289
"533","intermediate generation","coal","coal_int_conv pul 2001-2005",2015,0.289
"534","intermediate generation","coal","coal_int_conv pul 2001-2005",2020,0.289
"535","intermediate generation","coal","coal_int_conv pul 2001-2005",2025,0.289
"536","intermediate generation","coal","coal_int_conv pul 2001-2005",2030,0.289
"537","intermediate generation","coal","coal_int_conv pul 2001-2005",2035,0.289
"538","intermediate generation","coal","coal_int_conv pul 2001-2005",2040,0.289
"539","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,0.289
"540","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,0.289
"541","intermediate generation","coal","coal_int_conv pul 2001-2005",2055,0.289
"542","intermediate generation","coal","coal_int_conv pul 2001-2005",2060,0.289
"543","intermediate generation","coal","coal_int_conv pul 2001-2005",2065,0.289
"544","intermediate generation","coal","coal_int_conv pul 2001-2005",2070,0.289
"545","intermediate generation","coal","coal_int_conv pul 2001-2005",2075,0.289
"546","intermediate generation","coal","coal_int_conv pul 2001-2005",2080,0.289
"547","intermediate generation","coal","coal_int_conv pul 2001-2005",2085,0.289
"548","intermediate generation","coal","coal_int_conv pul 2001-2005",2090,0.289
"549","intermediate generation","coal","coal_int_conv pul 2001-2005",2095,0.289
"550","intermediate generation","coal","coal_int_conv pul 2001-2005",2100,0.289
"551","intermediate generation","coal","coal_int_conv pul 2006-2010",1975,0.289
"552","intermediate generation","coal","coal_int_conv pul 2006-2010",1990,0.289
"553","intermediate generation","coal","coal_int_conv pul 2006-2010",2005,0.289
"554","intermediate generation","coal","coal_int_conv pul 2006-2010",2010,0.289
"555","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,0.289
"556","intermediate generation","coal","coal_int_conv pul 2006-2010",2020,0.289
"557","intermediate generation","coal","coal_int_conv pul 2006-2010",2025,0.289
"558","intermediate generation","coal","coal_int_conv pul 2006-2010",2030,0.289
"559","intermediate generation","coal","coal_int_conv pul 2006-2010",2035,0.289
"560","intermediate generation","coal","coal_int_conv pul 2006-2010",2040,0.289
"561","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,0.289
"562","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,0.289
"563","intermediate generation","coal","coal_int_conv pul 2006-2010",2055,0.289
"564","intermediate generation","coal","coal_int_conv pul 2006-2010",2060,0.289
"565","intermediate generation","coal","coal_int_conv pul 2006-2010",2065,0.289
"566","intermediate generation","coal","coal_int_conv pul 2006-2010",2070,0.289
"567","intermediate generation","coal","coal_int_conv pul 2006-2010",2075,0.289
"568","intermediate generation","coal","coal_int_conv pul 2006-2010",2080,0.289
"569","intermediate generation","coal","coal_int_conv pul 2006-2010",2085,0.289
"570","intermediate generation","coal","coal_int_conv pul 2006-2010",2090,0.289
"571","intermediate generation","coal","coal_int_conv pul 2006-2010",2095,0.289
"572","intermediate generation","coal","coal_int_conv pul 2006-2010",2100,0.289
"573","intermediate generation","coal","coal_int_conv pul 2011-2015",1975,0.289
"574","intermediate generation","coal","coal_int_conv pul 2011-2015",1990,0.289
"575","intermediate generation","coal","coal_int_conv pul 2011-2015",2005,0.289
"576","intermediate generation","coal","coal_int_conv pul 2011-2015",2010,0.289
"577","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,0.289
"578","intermediate generation","coal","coal_int_conv pul 2011-2015",2020,0.289
"579","intermediate generation","coal","coal_int_conv pul 2011-2015",2025,0.289
"580","intermediate generation","coal","coal_int_conv pul 2011-2015",2030,0.289
"581","intermediate generation","coal","coal_int_conv pul 2011-2015",2035,0.289
"582","intermediate generation","coal","coal_int_conv pul 2011-2015",2040,0.289
"583","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,0.289
"584","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,0.289
"585","intermediate generation","coal","coal_int_conv pul 2011-2015",2055,0.289
"586","intermediate generation","coal","coal_int_conv pul 2011-2015",2060,0.289
"587","intermediate generation","coal","coal_int_conv pul 2011-2015",2065,0.289
"588","intermediate generation","coal","coal_int_conv pul 2011-2015",2070,0.289
"589","intermediate generation","coal","coal_int_conv pul 2011-2015",2075,0.289
"590","intermediate generation","coal","coal_int_conv pul 2011-2015",2080,0.289
"591","intermediate generation","coal","coal_int_conv pul 2011-2015",2085,0.289
"592","intermediate generation","coal","coal_int_conv pul 2011-2015",2090,0.289
"593","intermediate generation","coal","coal_int_conv pul 2011-2015",2095,0.289
"594","intermediate generation","coal","coal_int_conv pul 2011-2015",2100,0.289
"595","intermediate generation","coal","coal_int_conv pul before 1950",1975,0.289
"596","intermediate generation","coal","coal_int_conv pul before 1950",1990,0.289
"597","intermediate generation","coal","coal_int_conv pul before 1950",2005,0.289
"598","intermediate generation","coal","coal_int_conv pul before 1950",2010,0.289
"599","intermediate generation","coal","coal_int_conv pul before 1950",2015,0.289
"600","intermediate generation","coal","coal_int_conv pul before 1950",2020,0.289
"601","intermediate generation","coal","coal_int_conv pul before 1950",2025,0.289
"602","intermediate generation","coal","coal_int_conv pul before 1950",2030,0.289
"603","intermediate generation","coal","coal_int_conv pul before 1950",2035,0.289
"604","intermediate generation","coal","coal_int_conv pul before 1950",2040,0.289
"605","intermediate generation","coal","coal_int_conv pul before 1950",2045,0.289
"606","intermediate generation","coal","coal_int_conv pul before 1950",2050,0.289
"607","intermediate generation","coal","coal_int_conv pul before 1950",2055,0.289
"608","intermediate generation","coal","coal_int_conv pul before 1950",2060,0.289
"609","intermediate generation","coal","coal_int_conv pul before 1950",2065,0.289
"610","intermediate generation","coal","coal_int_conv pul before 1950",2070,0.289
"611","intermediate generation","coal","coal_int_conv pul before 1950",2075,0.289
"612","intermediate generation","coal","coal_int_conv pul before 1950",2080,0.289
"613","intermediate generation","coal","coal_int_conv pul before 1950",2085,0.289
"614","intermediate generation","coal","coal_int_conv pul before 1950",2090,0.289
"615","intermediate generation","coal","coal_int_conv pul before 1950",2095,0.289
"616","intermediate generation","coal","coal_int_conv pul before 1950",2100,0.289
